SimulationID,NodeID,NodeType,EnergyConsumed
2104,15,Malicious Server,203,620000
2104,16,Benevolent Server,257,400000
2104,17,Malicious Server,1864,620000
2104,18,Client,5015,030000
2104,19,Client,11280,010000
2104,20,Malicious Server,2563,850000
2104,21,Benevolent Server,431,580000
2104,22,Malicious Server,203,020000
2104,23,Benevolent Server,359,820000
2104,24,Benevolent Server,424,250000
2104,25,Malicious Server,650,390000
2104,26,Client,3347,630000
2104,27,Malicious Server,148,500000
2104,28,Malicious Server,927,240000
2104,29,Client,1409,600000
2104,30,Malicious Server,391,050000
2104,31,Malicious Server,4225,950000
2104,32,Malicious Server,10280,460000
2104,33,Malicious Server,709,130000
2104,34,Benevolent Server,253,260000
2104,35,Benevolent Server,472,540000
2104,36,Client,5450,410000
2104,37,Malicious Server,303,470000
2104,38,Client,8167,080000
2104,39,Malicious Server,277,200000
2104,40,Malicious Server,8740,300000
2104,41,Client,12714,040000
2104,42,Benevolent Server,541,980000
2104,43,Benevolent Server,1024,320000
2104,44,Benevolent Server,840,010000
2104,45,Malicious Server,368,390000
2104,46,Malicious Server,407,980000
2104,47,Malicious Server,260,360000
2104,48,Benevolent Server,89,190000
2104,49,Malicious Server,3327,140000
2104,50,Malicious Server,390,190000
2105,1,Client,9281,670000
2105,2,Malicious Server,188,100000
2105,3,Malicious Server,123,480000
2105,4,Malicious Server,327,720000
2105,5,Malicious Server,133,770000
2105,6,Client,6266,950000
2105,7,Benevolent Server,261,480000
2105,8,Malicious Server,400,550000
2105,9,Client,6270,230000
2105,10,Malicious Server,106,240000
2105,11,Malicious Server,191,800000
2105,12,Malicious Server,183,110000
2105,13,Malicious Server,237,490000
2105,14,Benevolent Server,312,300000
2105,15,Benevolent Server,249,900000
2105,16,Client,6941,760000
2105,17,Malicious Server,358,090000
2105,18,Relay/Other,820,830000
2105,19,Malicious Server,313,160000
2105,20,Malicious Server,47,880000
2105,21,Malicious Server,317,760000
2105,22,Malicious Server,159,770000
2105,23,Benevolent Server,159,950000
2105,24,Benevolent Server,708,040000
2105,25,Benevolent Server,168,260000
2105,26,Client,8596,980000
2105,27,Benevolent Server,177,800000
2105,28,Malicious Server,196,680000
2105,29,Benevolent Server,139,020000
2105,30,Malicious Server,261,980000
2105,31,Malicious Server,425,340000
2105,32,Malicious Server,177,840000
2105,33,Client,3730,250000
2105,34,Client,13342,890000
2105,35,Malicious Server,75,240000
2105,36,Malicious Server,39,900000
2105,37,Relay/Other,278,820000
2105,38,Benevolent Server,441,340000
2105,39,Malicious Server,245,250000
2105,40,Malicious Server,125,780000
2105,41,Benevolent Server,92,820000
2105,42,Malicious Server,386,820000
2105,43,Malicious Server,309,140000
2105,44,Malicious Server,391,930000
2105,45,Benevolent Server,85,680000
2105,46,Malicious Server,194,860000
2105,47,Benevolent Server,805,640000
2105,48,Benevolent Server,302,400000
2105,49,Client,6546,740000
2105,50,Client,5546,220000
2106,1,Malicious Server,164,920000
2106,2,Malicious Server,41,230000
2106,3,Benevolent Server,179,210000
2106,4,Client,4619,810000
2106,5,Malicious Server,231,970000
2106,6,Client,9398,380000
2106,7,Benevolent Server,345,880000
2106,8,Malicious Server,217,560000
2106,9,Malicious Server,211,680000
2106,10,Malicious Server,673,630000
2106,11,Malicious Server,0,000000
2106,12,Malicious Server,147,220000
2106,13,Malicious Server,549,950000
2106,14,Benevolent Server,498,920000
2106,15,Client,6842,200000
2106,16,Benevolent Server,0,000000
2106,17,Malicious Server,205,800000
2106,18,Malicious Server,637,560000
2106,19,Malicious Server,565,660000
2106,20,Benevolent Server,135,240000
2106,21,Benevolent Server,235,200000
2106,22,Malicious Server,125,580000
2106,23,Malicious Server,0,000000
2106,24,Malicious Server,94,080000
2106,25,Malicious Server,358,270000
2106,26,Benevolent Server,186,040000
2106,27,Malicious Server,382,200000
2106,28,Malicious Server,3104,270000
2106,29,Malicious Server,2186,890000
2106,30,Benevolent Server,513,400000
2106,31,Malicious Server,594,110000
2106,32,Malicious Server,94,080000
2106,33,Malicious Server,105,840000
2106,34,Malicious Server,135,240000
2106,35,Benevolent Server,0,000000
2106,36,Benevolent Server,270,480000
2106,37,Malicious Server,76,440000
2106,38,Malicious Server,123,480000
2106,39,Benevolent Server,229,620000
2106,40,Malicious Server,88,200000
2106,41,Malicious Server,188,160000
2106,42,Relay/Other,12750,160000
2106,43,Malicious Server,526,980000
2106,44,Malicious Server,3036,720000
2106,45,Client,19938,340000
2106,46,Malicious Server,129,900000
2106,47,Client,4851,600000
2106,48,Malicious Server,258,720000
2106,49,Benevolent Server,555,560000
2106,50,Malicious Server,235,200000
2107,1,Malicious Server,456,560000
2107,2,Relay/Other,195,500000
2107,3,Benevolent Server,398,400000
2107,4,Malicious Server,30,000000
2107,5,Relay/Other,4704,030000
2107,6,Malicious Server,268,040000
2107,7,Client,10318,580000
2107,8,Malicious Server,492,890000
2107,9,Malicious Server,393,100000
2107,10,Malicious Server,172,040000
2107,11,Benevolent Server,261,020000
2107,12,Relay/Other,289,340000
2107,13,Benevolent Server,503,940000
2107,14,Client,11097,330000
2107,15,Benevolent Server,510,070000
2107,16,Client,8235,990000
2107,17,Benevolent Server,8,400000
2107,18,Benevolent Server,21,600000
2107,19,Malicious Server,290,510000
2107,20,Benevolent Server,148,830000
2107,21,Client,12412,580000
2107,22,Malicious Server,1956,310000
2107,23,Client,2768,500000
2107,24,Benevolent Server,348,440000
2107,25,Client,2933,940000
2107,26,Malicious Server,644,450000
2107,27,Malicious Server,306,290000
2107,28,Relay/Other,521,440000
2107,29,Client,3568,080000
2107,30,Malicious Server,777,180000
2107,31,Malicious Server,433,110000
2107,32,Benevolent Server,54,740000
2107,33,Benevolent Server,53,700000
2107,34,Benevolent Server,219,130000
2107,35,Malicious Server,447,590000
2107,36,Malicious Server,164,220000
2107,37,Malicious Server,109,760000
2107,38,Malicious Server,896,570000
2107,39,Benevolent Server,629,120000
2107,40,Malicious Server,317,540000
2107,41,Malicious Server,496,720000
2107,42,Benevolent Server,511,880000
2107,43,Benevolent Server,195,500000
2107,44,Client,5615,990000
2107,45,Malicious Server,0,000000
2107,46,Benevolent Server,205,100000
2107,47,Relay/Other,12668,860000
2107,48,Benevolent Server,467,160000
2107,49,Malicious Server,226,780000
2107,50,Malicious Server,204,880000
2108,1,Malicious Server,223,420000
2108,2,Benevolent Server,188,240000
2108,3,Malicious Server,12,950000
2108,4,Benevolent Server,220,080000
2108,5,Malicious Server,2,210000
2108,6,Malicious Server,115,840000
2108,7,Malicious Server,5,800000
2108,8,Benevolent Server,268,620000
2108,9,Malicious Server,1626,750000
2108,10,Malicious Server,293,650000
2108,11,Client,2393,280000
2108,12,Malicious Server,166,520000
2108,13,Benevolent Server,45,410000
2108,14,Malicious Server,9,800000
2108,15,Benevolent Server,306,360000
2108,16,Benevolent Server,191,860000
2108,17,Malicious Server,362,940000
2108,18,Malicious Server,7,200000
2108,19,Malicious Server,3,200000
2108,20,Benevolent Server,104,980000
2108,21,Benevolent Server,235,300000
2108,22,Benevolent Server,296,000000
2108,23,Client,13753,860000
2108,24,Benevolent Server,246,160000
2108,25,Malicious Server,253,680000
2108,26,Benevolent Server,1,870000
2108,27,Client,1477,100000
2108,28,Malicious Server,217,760000
2108,29,Malicious Server,277,110000
2108,30,Malicious Server,18,400000
2108,31,Malicious Server,170,140000
2108,32,Malicious Server,0,000000
2108,33,Malicious Server,307,700000
2108,34,Malicious Server,110,300000
2108,35,Relay/Other,153,230000
2108,36,Malicious Server,4,000000
2108,37,Client,5729,040000
2108,38,Malicious Server,133,940000
2108,39,Malicious Server,134,180000
2108,40,Malicious Server,116,970000
2108,41,Relay/Other,3,740000
2108,42,Benevolent Server,5,270000
2108,43,Malicious Server,10,710000
2108,44,Malicious Server,57,920000
2108,45,Malicious Server,7254,350000
2108,46,Malicious Server,266,400000
2108,47,Malicious Server,5,600000
2108,48,Malicious Server,6503,880000
2108,49,Malicious Server,95,320000
2108,50,Benevolent Server,3,520000
2109,1,Malicious Server,233,480000
2109,2,Malicious Server,236,250000
2109,3,Malicious Server,4843,420000
2109,4,Relay/Other,134,120000
2109,5,Benevolent Server,500,600000
2109,6,Malicious Server,323,860000
2109,7,Malicious Server,271,500000
2109,8,Client,4320,700000
2109,9,Benevolent Server,221,490000
2109,10,Client,4636,780000
2109,11,Malicious Server,392,270000
2109,12,Malicious Server,0,000000
2109,13,Malicious Server,491,940000
2109,14,Malicious Server,424,120000
2109,15,Benevolent Server,613,300000
2109,16,Malicious Server,449,270000
2109,17,Malicious Server,297,640000
2109,18,Benevolent Server,251,480000
2109,19,Malicious Server,0,000000
2109,20,Benevolent Server,108,320000
2109,21,Benevolent Server,244,380000
2109,22,Malicious Server,251,990000
2109,23,Malicious Server,725,080000
2109,24,Benevolent Server,81,000000
2109,25,Malicious Server,742,270000
2109,26,Client,9242,860000
2109,27,Malicious Server,518,960000
2109,28,Malicious Server,395,630000
2109,29,Benevolent Server,375,760000
2109,30,Malicious Server,402,220000
2109,31,Malicious Server,489,070000
2109,32,Benevolent Server,182,510000
2109,33,Benevolent Server,186,400000
2109,34,Client,8713,000000
2109,35,Benevolent Server,306,820000
2109,36,Client,5189,070000
2109,37,Malicious Server,412,510000
2109,38,Benevolent Server,168,750000
2109,39,Benevolent Server,292,520000
2109,40,Malicious Server,438,460000
2109,41,Benevolent Server,209,550000
2109,42,Malicious Server,483,560000
2109,43,Client,9017,750000
2109,44,Client,4499,780000
2109,45,Benevolent Server,93,570000
2109,46,Malicious Server,373,960000
2109,47,Benevolent Server,338,400000
2109,48,Malicious Server,600,590000
2109,49,Malicious Server,333,950000
2109,50,Malicious Server,81,000000
2110,1,Malicious Server,45,370000
2110,2,Relay/Other,0,170000
2110,3,Benevolent Server,118,660000
2110,4,Client,2676,390000
2110,5,Malicious Server,45,370000
2110,6,Malicious Server,2377,740000
2110,7,Malicious Server,545,090000
2110,8,Malicious Server,217,710000
2110,9,Malicious Server,173,150000
2110,10,Malicious Server,182,360000
2110,11,Malicious Server,65,600000
2110,12,Client,5,800000
2110,13,Benevolent Server,122,150000
2110,14,Malicious Server,122,150000
2110,15,Malicious Server,45,370000
2110,16,Benevolent Server,205,910000
2110,17,Malicious Server,104,980000
2110,18,Malicious Server,115,430000
2110,19,Malicious Server,90,740000
2110,20,Benevolent Server,167,930000
2110,21,Client,127,920000
2110,22,Malicious Server,73,080000
2110,23,Benevolent Server,90,480000
2110,24,Malicious Server,0,000000
2110,25,Benevolent Server,230,280000
2110,26,Malicious Server,5,750000
2110,27,Malicious Server,160,230000
2110,28,Malicious Server,193,610000
2110,29,Client,5575,970000
2110,30,Malicious Server,0,000000
2110,31,Relay/Other,6502,280000
2110,32,Benevolent Server,242,370000
2110,33,Malicious Server,132,470000
2110,34,Client,5824,140000
2110,35,Malicious Server,111,180000
2110,36,Malicious Server,111,180000
2110,37,Benevolent Server,255,060000
2110,38,Malicious Server,134,070000
2110,39,Client,42,640000
2110,40,Malicious Server,4374,580000
2110,41,Benevolent Server,73,690000
2110,42,Client,2740,880000
2110,43,Malicious Server,0,160000
2110,44,Benevolent Server,182,300000
2110,45,Malicious Server,0,000000
2110,46,Benevolent Server,86,380000
2110,47,Client,85,280000
2110,48,Malicious Server,85,020000
2110,49,Client,5249,870000
2110,50,Malicious Server,212,280000
2111,1,Benevolent Server,70,150000
2111,2,Malicious Server,12,760000
2111,3,Malicious Server,115,200000
2111,4,Malicious Server,5566,130000
2111,5,Malicious Server,138,030000
2111,6,Malicious Server,2,720000
2111,7,Malicious Server,77,100000
2111,8,Malicious Server,17,400000
2111,9,Malicious Server,3,910000
2111,10,Malicious Server,445,430000
2111,11,Malicious Server,52,900000
2111,12,Malicious Server,149,540000
2111,13,Malicious Server,54,790000
2111,14,Benevolent Server,127,570000
2111,15,Malicious Server,2,890000
2111,16,Malicious Server,71,300000
2111,17,Benevolent Server,20,160000
2111,18,Malicious Server,171,200000
2111,19,Malicious Server,89,040000
2111,20,Client,4357,940000
2111,21,Malicious Server,163,280000
2111,22,Malicious Server,896,510000
2111,23,Benevolent Server,135,610000
2111,24,Malicious Server,122,210000
2111,25,Client,10844,940000
2111,26,Malicious Server,25,600000
2111,27,Malicious Server,145,290000
2111,28,Malicious Server,43,700000
2111,29,Malicious Server,181,520000
2111,30,Malicious Server,110,100000
2111,31,Malicious Server,141,060000
2111,32,Client,7056,500000
2111,33,Client,22,230000
2111,34,Malicious Server,75,900000
2111,35,Malicious Server,22,050000
2111,36,Malicious Server,125,440000
2111,37,Malicious Server,174,600000
2111,38,Malicious Server,40,600000
2111,39,Malicious Server,5,780000
2111,40,Benevolent Server,148,480000
2111,41,Benevolent Server,0,000000
2111,42,Benevolent Server,85,100000
2111,43,Malicious Server,71,680000
2111,44,Malicious Server,159,970000
2111,45,Benevolent Server,16,170000
2111,46,Benevolent Server,82,980000
2111,47,Benevolent Server,184,620000
2111,48,Client,7719,060000
2111,49,Benevolent Server,68,110000
2111,50,Malicious Server,111,680000
2112,1,Malicious Server,143,420000
2112,2,Client,6835,560000
2112,3,Malicious Server,35,910000
2112,4,Malicious Server,2,100000
2112,5,Malicious Server,211,340000
2112,6,Malicious Server,5635,570000
2112,7,Relay/Other,1459,920000
2112,8,Malicious Server,37,330000
2112,9,Malicious Server,266,260000
2112,10,Malicious Server,4891,860000
2112,11,Malicious Server,325,120000
2112,12,Client,5674,130000
2112,13,Malicious Server,6024,820000
2112,14,Client,17054,280000
2112,15,Malicious Server,59,850000
2112,16,Benevolent Server,79,740000
2112,17,Malicious Server,1182,840000
2112,18,Malicious Server,25,270000
2112,19,Malicious Server,55,300000
2112,20,Malicious Server,25,270000
2112,21,Benevolent Server,647,110000
2112,22,Benevolent Server,163,320000
2112,23,Client,2203,400000
2112,24,Malicious Server,7580,410000
2112,25,Client,6305,900000
2112,26,Benevolent Server,0,000000
2112,27,Malicious Server,67,220000
2112,28,Malicious Server,53,200000
2112,29,Malicious Server,94,550000
2112,30,Client,4027,850000
2112,31,Benevolent Server,357,550000
2112,32,Malicious Server,105,120000
2112,33,Malicious Server,3499,830000
2112,34,Malicious Server,119,380000
2112,35,Client,2657,810000
2112,36,Benevolent Server,32,240000
2112,37,Malicious Server,60,450000
2112,38,Malicious Server,78,880000
2112,39,Malicious Server,440,830000
2112,40,Malicious Server,20,340000
2112,41,Benevolent Server,2,100000
2112,42,Benevolent Server,196,790000
2112,43,Malicious Server,1195,370000
2112,44,Malicious Server,1593,610000
2112,45,Benevolent Server,18,620000
2112,46,Malicious Server,1053,850000
2112,47,Benevolent Server,91,910000
2112,48,Client,4888,920000
2112,49,Benevolent Server,38,290000
2112,50,Malicious Server,31,500000
2113,1,Malicious Server,13775,310000
2113,2,Client,7039,740000
2113,3,Malicious Server,45,440000
2113,4,Client,5930,540000
2113,5,Client,5841,330000
2113,6,Benevolent Server,58,960000
2113,7,Malicious Server,977,600000
2113,8,Malicious Server,2,160000
2113,9,Benevolent Server,141,040000
2113,10,Malicious Server,13330,760000
2113,11,Malicious Server,14071,970000
2113,12,Malicious Server,59,850000
2113,13,Malicious Server,106,540000
2113,14,Malicious Server,45,780000
2113,15,Client,12116,460000
2113,16,Client,59,130000
2113,17,Client,35,040000
2113,18,Client,10197,370000
2113,19,Malicious Server,1217,320000
2113,20,Malicious Server,1863,990000
2113,21,Malicious Server,1605,290000
2113,22,Malicious Server,8946,740000
2113,23,Relay/Other,2794,660000
2113,24,Benevolent Server,21,300000
2113,25,Malicious Server,12349,040000
2113,26,Malicious Server,39,760000
2113,27,Benevolent Server,190,000000
2113,28,Malicious Server,11617,850000
2113,29,Malicious Server,70,760000
2113,30,Client,17496,740000
2113,31,Client,5483,390000
2113,32,Malicious Server,1956,980000
2113,33,Benevolent Server,127,220000
2113,34,Malicious Server,67,240000
2113,35,Malicious Server,164,720000
2113,36,Benevolent Server,240,510000
2113,37,Malicious Server,68,790000
2113,38,Malicious Server,2,160000
2113,39,Malicious Server,587,630000
2113,40,Malicious Server,7476,030000
2113,41,Client,14510,240000
2113,42,Benevolent Server,58,920000
2113,43,Malicious Server,161,850000
2113,44,Malicious Server,335,540000
2113,45,Benevolent Server,20,160000
2113,46,Benevolent Server,291,940000
2113,47,Malicious Server,1343,970000
2113,48,Benevolent Server,40,790000
2113,49,Malicious Server,69,580000
2113,50,Malicious Server,5493,390000
2114,1,Malicious Server,87,680000
2114,2,Benevolent Server,2,160000
2114,3,Relay/Other,36,120000
2114,4,Benevolent Server,1,800000
2114,5,Relay/Other,12,470000
2114,6,Malicious Server,135,850000
2114,7,Client,16,960000
2114,8,Benevolent Server,101,030000
2114,9,Client,0,000000
2114,10,Malicious Server,0,600000
2114,11,Benevolent Server,12,470000
2114,12,Malicious Server,166,250000
2114,13,Malicious Server,8,170000
2114,14,Benevolent Server,71,260000
2114,15,Benevolent Server,80,620000
2114,16,Malicious Server,2,700000
2114,17,Malicious Server,23,100000
2114,18,Client,18248,070000
2114,19,Benevolent Server,4,080000
2114,20,Benevolent Server,1,960000
2114,21,Benevolent Server,13,860000
2114,22,Malicious Server,30,240000
2114,23,Client,3498,000000
2114,24,Malicious Server,224,740000
2114,25,Malicious Server,18,060000
2114,26,Malicious Server,5,460000
2114,27,Relay/Other,18,060000
2114,28,Benevolent Server,6,120000
2114,29,Malicious Server,24,780000
2114,30,Malicious Server,49,840000
2114,31,Malicious Server,24,780000
2114,32,Malicious Server,28,140000
2114,33,Client,5898,860000
2114,34,Relay/Other,15,540000
2114,35,Malicious Server,2,550000
2114,36,Malicious Server,2,210000
2114,37,Malicious Server,22,680000
2114,38,Client,8719,650000
2114,39,Benevolent Server,95,040000
2114,40,Benevolent Server,184,070000
2114,41,Malicious Server,71,360000
2114,42,Malicious Server,55,750000
2114,43,Benevolent Server,89,040000
2114,44,Client,16,960000
2114,45,Malicious Server,73,590000
2114,46,Benevolent Server,21,000000
2114,47,Malicious Server,23,100000
2114,48,Benevolent Server,12,600000
2114,49,Malicious Server,77,590000
2114,50,Benevolent Server,29,820000
2115,1,Client,6017,760000
2115,2,Malicious Server,62,450000
2115,3,Relay/Other,183,240000
2115,4,Client,5525,110000
2115,5,Client,14653,230000
2115,6,Benevolent Server,117,030000
2115,7,Malicious Server,332,460000
2115,8,Malicious Server,206,890000
2115,9,Malicious Server,2,080000
2115,10,Malicious Server,9416,830000
2115,11,Malicious Server,97,110000
2115,12,Malicious Server,37,350000
2115,13,Malicious Server,311,940000
2115,14,Malicious Server,97,110000
2115,15,Malicious Server,90,860000
2115,16,Malicious Server,131,970000
2115,17,Malicious Server,358,310000
2115,18,Client,4100,440000
2115,19,Malicious Server,74,700000
2115,20,Benevolent Server,432,920000
2115,21,Benevolent Server,324,450000
2115,22,Malicious Server,93,040000
2115,23,Malicious Server,326,440000
2115,24,Malicious Server,94,620000
2115,25,Malicious Server,580,260000
2115,26,Malicious Server,109,560000
2115,27,Malicious Server,0,260000
2115,28,Malicious Server,276,930000
2115,29,Malicious Server,136,400000
2115,30,Malicious Server,164,550000
2115,31,Malicious Server,115,940000
2115,32,Malicious Server,82,170000
2115,33,Malicious Server,2,080000
2115,34,Benevolent Server,279,010000
2115,35,Malicious Server,57,450000
2115,36,Malicious Server,77,190000
2115,37,Benevolent Server,65,740000
2115,38,Benevolent Server,0,000000
2115,39,Malicious Server,49,640000
2115,40,Benevolent Server,134,600000
2115,41,Benevolent Server,0,720000
2115,42,Benevolent Server,132,990000
2115,43,Malicious Server,0,260000
2115,44,Malicious Server,119,520000
2115,45,Malicious Server,203,600000
2115,46,Benevolent Server,109,120000
2115,47,Benevolent Server,144,070000
2115,48,Client,12190,290000
2115,49,Malicious Server,295,600000
2115,50,Malicious Server,0,720000
2116,1,Client,14865,890000
2116,2,Benevolent Server,108,350000
2116,3,Malicious Server,131,480000
2116,4,Relay/Other,4336,610000
2116,5,Client,5725,530000
2116,6,Malicious Server,5124,350000
2116,7,Malicious Server,176,720000
2116,8,Malicious Server,1,170000
2116,9,Malicious Server,177,940000
2116,10,Malicious Server,5,940000
2116,11,Benevolent Server,18,080000
2116,12,Client,8276,120000
2116,13,Malicious Server,2058,750000
2116,14,Benevolent Server,1,560000
2116,15,Malicious Server,96,600000
2116,16,Benevolent Server,6,970000
2116,17,Malicious Server,187,840000
2116,18,Malicious Server,12,390000
2116,19,Malicious Server,3,570000
2116,20,Malicious Server,159,440000
2116,21,Malicious Server,1,080000
2116,22,Malicious Server,2,730000
2116,23,Malicious Server,138,620000
2116,24,Malicious Server,6,930000
2116,25,Benevolent Server,314,020000
2116,26,Malicious Server,127,650000
2116,27,Malicious Server,2,880000
2116,28,Malicious Server,1,700000
2116,29,Malicious Server,2,720000
2116,30,Benevolent Server,1,320000
2116,31,Malicious Server,220,800000
2116,32,Relay/Other,4,080000
2116,33,Client,7165,300000
2116,34,Malicious Server,234,950000
2116,35,Benevolent Server,199,430000
2116,36,Malicious Server,245,790000
2116,37,Benevolent Server,5,880000
2116,38,Malicious Server,100,050000
2116,39,Malicious Server,172,500000
2116,40,Relay/Other,6,720000
2116,41,Relay/Other,5891,400000
2116,42,Benevolent Server,100,050000
2116,43,Malicious Server,5017,710000
2116,44,Benevolent Server,311,740000
2116,45,Benevolent Server,171,930000
2116,46,Client,4072,690000
2116,47,Relay/Other,124,200000
2116,48,Malicious Server,296,180000
2116,49,Malicious Server,9,240000
2116,50,Malicious Server,117,300000
2117,1,Malicious Server,61,380000
2117,2,Benevolent Server,144,840000
2117,3,Malicious Server,4479,030000
2117,4,Malicious Server,110,210000
2117,5,Malicious Server,66,150000
2117,6,Client,5012,710000
2117,7,Client,20,740000
2117,8,Malicious Server,2697,550000
2117,9,Malicious Server,17,080000
2117,10,Malicious Server,1848,760000
2117,11,Malicious Server,2651,840000
2117,12,Malicious Server,73,490000
2117,13,Malicious Server,0,000000
2117,14,Malicious Server,163,460000
2117,15,Relay/Other,17,080000
2117,16,Benevolent Server,144,550000
2117,17,Malicious Server,120,290000
2117,18,Malicious Server,3306,580000
2117,19,Malicious Server,995,710000
2117,20,Malicious Server,35,090000
2117,21,Malicious Server,5035,770000
2117,22,Relay/Other,1114,880000
2117,23,Malicious Server,145,370000
2117,24,Benevolent Server,97,600000
2117,25,Malicious Server,5145,040000
2117,26,Benevolent Server,95,160000
2117,27,Malicious Server,24,400000
2117,28,Malicious Server,114,960000
2117,29,Benevolent Server,0,000000
2117,30,Malicious Server,36,300000
2117,31,Benevolent Server,679,010000
2117,32,Malicious Server,358,500000
2117,33,Malicious Server,34,160000
2117,34,Malicious Server,4515,130000
2117,35,Malicious Server,109,800000
2117,36,Malicious Server,0,000000
2117,37,Malicious Server,887,600000
2117,38,Client,3638,600000
2117,39,Benevolent Server,76,160000
2117,40,Malicious Server,41,140000
2117,41,Benevolent Server,125,240000
2117,42,Client,5491,520000
2117,43,Malicious Server,3271,500000
2117,44,Benevolent Server,70,760000
2117,45,Malicious Server,5522,350000
2117,46,Malicious Server,139,680000
2117,47,Benevolent Server,68,320000
2117,48,Client,7962,530000
2117,49,Malicious Server,144,720000
2117,50,Malicious Server,70,760000
2118,1,Benevolent Server,277,000000
2118,2,Malicious Server,200,200000
2118,3,Benevolent Server,0,650000
2118,4,Malicious Server,4147,400000
2118,5,Benevolent Server,34,470000
2118,6,Client,8066,860000
2118,7,Relay/Other,5752,400000
2118,8,Benevolent Server,85,800000
2118,9,Malicious Server,193,320000
2118,10,Malicious Server,278,480000
2118,11,Benevolent Server,257,830000
2118,12,Client,4479,720000
2118,13,Malicious Server,547,060000
2118,14,Malicious Server,234,030000
2118,15,Malicious Server,4118,160000
2118,16,Client,2118,690000
2118,17,Benevolent Server,13,750000
2118,18,Benevolent Server,81,010000
2118,19,Malicious Server,171,300000
2118,20,Benevolent Server,256,950000
2118,21,Malicious Server,18,600000
2118,22,Malicious Server,462,510000
2118,23,Malicious Server,199,850000
2118,24,Malicious Server,259,140000
2118,25,Client,6253,760000
2118,26,Relay/Other,5591,670000
2118,27,Malicious Server,468,220000
2118,28,Malicious Server,348,310000
2118,29,Relay/Other,0,000000
2118,30,Client,15237,250000
2118,31,Benevolent Server,34,720000
2118,32,Malicious Server,310,820000
2118,33,Benevolent Server,261,700000
2118,34,Benevolent Server,337,340000
2118,35,Malicious Server,205,560000
2118,36,Malicious Server,71,380000
2118,37,Benevolent Server,0,600000
2118,38,Malicious Server,331,650000
2118,39,Benevolent Server,345,420000
2118,40,Malicious Server,492,850000
2118,41,Malicious Server,3970,550000
2118,42,Benevolent Server,31,160000
2118,43,Malicious Server,77,200000
2118,44,Relay/Other,49,800000
2118,45,Benevolent Server,248,770000
2118,46,Malicious Server,108,490000
2118,47,Relay/Other,359,730000
2118,48,Malicious Server,181,340000
2118,49,Malicious Server,336,890000
2118,50,Client,4360,770000
2119,1,Malicious Server,80,800000
2119,2,Malicious Server,53,720000
2119,3,Malicious Server,203,270000
2119,4,Malicious Server,5582,690000
2119,5,Benevolent Server,49,200000
2119,6,Malicious Server,203,080000
2119,7,Malicious Server,247,440000
2119,8,Malicious Server,2154,570000
2119,9,Benevolent Server,980,840000
2119,10,Client,6440,400000
2119,11,Malicious Server,41,920000
2119,12,Client,7283,130000
2119,13,Malicious Server,75,210000
2119,14,Benevolent Server,2,720000
2119,15,Malicious Server,62,820000
2119,16,Malicious Server,332,590000
2119,17,Benevolent Server,83,330000
2119,18,Malicious Server,391,440000
2119,19,Malicious Server,41,920000
2119,20,Malicious Server,137,020000
2119,21,Benevolent Server,27,510000
2119,22,Client,5444,720000
2119,23,Malicious Server,60,260000
2119,24,Malicious Server,509,960000
2119,25,Malicious Server,1,440000
2119,26,Benevolent Server,318,490000
2119,27,Benevolent Server,53,540000
2119,28,Malicious Server,3038,060000
2119,29,Malicious Server,633,430000
2119,30,Malicious Server,80,900000
2119,31,Benevolent Server,56,100000
2119,32,Client,8050,260000
2119,33,Malicious Server,1,600000
2119,34,Benevolent Server,52,400000
2119,35,Malicious Server,1026,200000
2119,36,Benevolent Server,15,720000
2119,37,Malicious Server,787,600000
2119,38,Benevolent Server,0,000000
2119,39,Benevolent Server,262,080000
2119,40,Malicious Server,2773,430000
2119,41,Benevolent Server,1786,050000
2119,42,Client,5219,390000
2119,43,Relay/Other,140,520000
2119,44,Malicious Server,356,840000
2119,45,Benevolent Server,136,940000
2119,46,Client,4298,300000
2119,47,Client,2416,720000
2119,48,Malicious Server,158,720000
2119,49,Malicious Server,1246,900000
2119,50,Benevolent Server,145,550000
2120,1,Client,5267,590000
2120,2,Malicious Server,2,200000
2120,3,Client,6795,500000
2120,4,Benevolent Server,647,230000
2120,5,Malicious Server,565,420000
2120,6,Client,4625,760000
2120,7,Malicious Server,832,210000
2120,8,Malicious Server,219,660000
2120,9,Benevolent Server,58,400000
2120,10,Client,4461,330000
2120,11,Benevolent Server,49,530000
2120,12,Malicious Server,797,390000
2120,13,Malicious Server,151,480000
2120,14,Benevolent Server,601,590000
2120,15,Malicious Server,2594,700000
2120,16,Benevolent Server,121,960000
2120,17,Client,5018,160000
2120,18,Benevolent Server,447,450000
2120,19,Client,3378,970000
2120,20,Malicious Server,4684,960000
2120,21,Malicious Server,22,860000
2120,22,Client,4625,510000
2120,23,Benevolent Server,300,610000
2120,24,Benevolent Server,264,990000
2120,25,Malicious Server,39,370000
2120,26,Malicious Server,198,190000
2120,27,Malicious Server,0,000000
2120,28,Relay/Other,1125,470000
2120,29,Malicious Server,72,390000
2120,30,Malicious Server,4422,830000
2120,31,Malicious Server,152,940000
2120,32,Malicious Server,3,520000
2120,33,Benevolent Server,62,230000
2120,34,Benevolent Server,78,400000
2120,35,Malicious Server,0,000000
2120,36,Malicious Server,5,720000
2120,37,Benevolent Server,686,120000
2120,38,Malicious Server,1255,600000
2120,39,Client,4153,040000
